,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
13,IiGIZOOdmhElfPYHQUZvnw,casa-barajas-san-francisco,Casa Barajas,https://s3-media4.fl.yelpcdn.com/bphoto/Dgw-q308NuaJKUny0FT6_g/o.jpg,False,https://www.yelp.com/biz/casa-barajas-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,126,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",,+14152429931,(415) 242-9931,3698.6491070598113,37.76514,-122.47812,1849 Lincoln Way,,,San Francisco,94122,US,CA,"['1849 Lincoln Way', 'San Francisco, CA 94122']"
14,ziVej4oW2JpUConTE_Y_mg,nicks-crispy-tacos-san-francisco-2,Nick's Crispy Tacos,https://s3-media1.fl.yelpcdn.com/bphoto/b_TX66NjtzYZRL5Fvtt5KQ/o.jpg,False,https://www.yelp.com/biz/nicks-crispy-tacos-san-francisco-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,3463,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.0,"['pickup', 'delivery']",$$,+14154098226,(415) 409-8226,4115.017206768006,37.79607,-122.42196,1500 Broadway,,,San Francisco,94109,US,CA,"['1500 Broadway', 'San Francisco, CA 94109']"
15,rwiL8C8989DlHMD88bxi3A,gracias-madre-san-francisco,Gracias Madre,https://s3-media1.fl.yelpcdn.com/bphoto/S0LwAOvScaRcZrHdC1Y37A/o.jpg,False,https://www.yelp.com/biz/gracias-madre-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,3366,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['pickup', 'delivery']",$$,+14156831346,(415) 683-1346,1526.8274556896258,37.761566,-122.419099,2211 Mission St,,,San Francisco,94110,US,CA,"['2211 Mission St', 'San Francisco, CA 94110']"
16,JARsJVKLPgs_yC3cwDnp7g,la-taqueria-san-francisco-2,La Taqueria,https://s3-media1.fl.yelpcdn.com/bphoto/7LqVKYVg2GdEFKI2CFL4cA/o.jpg,False,https://www.yelp.com/biz/la-taqueria-san-francisco-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,4277,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],$$,+14152857117,(415) 285-7117,1958.2373900144175,37.75088,-122.41805,2889 Mission St,,,San Francisco,94110,US,CA,"['2889 Mission St', 'San Francisco, CA 94110']"
17,uUWH7T9V0kyu-3nig_gatQ,tacko-san-francisco,Tacko,https://s3-media4.fl.yelpcdn.com/bphoto/sehnyrnkfRhRIJdtdQjA1w/o.jpg,False,https://www.yelp.com/biz/tacko-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,893,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],$$,+14157963534,(415) 796-3534,4154.8192437663665,37.79824,-122.43601,3115 Fillmore St,,,San Francisco,94123,US,CA,"['3115 Fillmore St', 'San Francisco, CA 94123']"
18,NCe1O7Wp-aUt49doy8P-mA,tacorgasmico-san-francisco-2,Tacorgasmico,https://s3-media1.fl.yelpcdn.com/bphoto/mgq-vHLXYKhVfL_m5rIL1w/o.jpg,False,https://www.yelp.com/biz/tacorgasmico-san-francisco-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,308,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"['pickup', 'delivery']",$$,+14155650655,(415) 565-0655,350.5449038100277,37.7632910125469,-122.433849088848,2337 Market St,,,San Francisco,94114,US,CA,"['2337 Market St', 'San Francisco, CA 94114']"
19,7rUZnmRVyCpq4TrB9Brsiw,the-little-chihuahua-san-francisco,The Little Chihuahua,https://s3-media2.fl.yelpcdn.com/bphoto/LKYks5IRoE34XJYajKd3LA/o.jpg,False,https://www.yelp.com/biz/the-little-chihuahua-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1522,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],$$,+14152558225,(415) 255-8225,1240.2243862836729,37.7720399,-122.43688,292 Divisadero St,,,San Francisco,94117,US,CA,"['292 Divisadero St', 'San Francisco, CA 94117']"
20,EjFsWyScsqh-Fg2ozblYmw,la-corneta-taqueria-san-francisco-2,La Corneta Taqueria,https://s3-media2.fl.yelpcdn.com/bphoto/BBOWdiroFA-BRWU7XFZgUg/o.jpg,False,https://www.yelp.com/biz/la-corneta-taqueria-san-francisco-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1194,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"['pickup', 'delivery']",$$,+14154698757,(415) 469-8757,2988.4894252522936,37.734085,-122.434144,2834 Diamond St,,,San Francisco,94131,US,CA,"['2834 Diamond St', 'San Francisco, CA 94131']"
21,pPzSZ_E9KUl625SeNRFrXQ,bonita-taqueria-y-rotisserie-san-francisco-3,Bonita Taqueria Y Rotisserie,https://s3-media1.fl.yelpcdn.com/bphoto/Q6uiZ9KdhdPK5OifgBERUQ/o.jpg,False,https://www.yelp.com/biz/bonita-taqueria-y-rotisserie-san-francisco-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,57,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['pickup', 'delivery']",$$,+14155522125,(415) 552-2125,466.19928289156326,37.76439,-122.4334,3600 16th St,,,San Francisco,94114,US,CA,"['3600 16th St', 'San Francisco, CA 94114']"
22,H76UbTvcepqyQ7ZufDkJow,akna-san-francisco,Akna,https://s3-media2.fl.yelpcdn.com/bphoto/NAWYo9JWdgeshvrV-u0Gjw/o.jpg,False,https://www.yelp.com/biz/akna-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,79,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",4.5,[],,+14154306590,(415) 430-6590,2213.1572497588672,37.777726,-122.422991,399 Grove St,,,San Francisco,94102,US,CA,"['399 Grove St', 'San Francisco, CA 94102']"
23,ZAPitG9126yVupKWHp54yA,taqueria-los-coyotes-san-francisco,Taqueria Los Coyotes,https://s3-media1.fl.yelpcdn.com/bphoto/a4dM2D1EhNJTrZH594Gdlw/o.jpg,False,https://www.yelp.com/biz/taqueria-los-coyotes-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,953,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}]",3.5,"['pickup', 'delivery']",$$,+14158613708,(415) 861-3708,1485.6956094751595,37.7651299184884,-122.420415580273,3036 16th St,,,San Francisco,94103,US,CA,"['3036 16th St', 'San Francisco, CA 94103']"
24,1hMD7RQogPDWpE-p3LKjXA,loló-san-francisco-4,Loló,https://s3-media1.fl.yelpcdn.com/bphoto/QimJjz8ECFnevPcssJYfTw/o.jpg,False,https://www.yelp.com/biz/lol%C3%B3-san-francisco-4?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2289,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,['delivery'],$$,+14156435656,(415) 643-5656,1380.24804973913,37.7573462,-122.4214034,974 Valencia St,,,San Francisco,94110,US,CA,"['974 Valencia St', 'San Francisco, CA 94110']"
25,qfRZjzNqO3fRgEGqvGNY-A,santeria-san-francisco,Santeria,https://s3-media2.fl.yelpcdn.com/bphoto/Bjr1kEyDyvX82Sc4D8q0nw/o.jpg,False,https://www.yelp.com/biz/santeria-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,116,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],$$,+14158964496,(415) 896-4496,601.1690550188084,37.764919409847394,-122.4318742285076,2251 Market St,,,San Francisco,94114,US,CA,"['2251 Market St', 'San Francisco, CA 94114']"
26,DhCJ7D47swvT5DdsC0PCGQ,street-taco-san-francisco,Street Taco,https://s3-media1.fl.yelpcdn.com/bphoto/BVVt1qfDv6n42jdrR6It9w/o.jpg,False,https://www.yelp.com/biz/street-taco-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,629,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"['pickup', 'delivery']",$$,+14155254435,(415) 525-4435,1461.7760969842288,37.7696105177356,-122.448901621221,1607 Haight St,,,San Francisco,94117,US,CA,"['1607 Haight St', 'San Francisco, CA 94117']"
27,9LwoAkemycBPpO08wqU7SA,matador-san-francisco-2,Matador,https://s3-media3.fl.yelpcdn.com/bphoto/0iXpzQAzmGR246ZKOnQacg/o.jpg,False,https://www.yelp.com/biz/matador-san-francisco-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,707,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"['pickup', 'delivery']",$$,+14155253557,(415) 525-3557,3786.844065837665,37.78873,-122.41149,679 Sutter St,,,San Francisco,94102,US,CA,"['679 Sutter St', 'San Francisco, CA 94102']"
28,CS6NaMbTlzD-9yc3DBBrKw,el-burrito-express-san-francisco-3,El Burrito Express,https://s3-media4.fl.yelpcdn.com/bphoto/23K2jmwZmv9HpaqhGV1cCg/o.jpg,False,https://www.yelp.com/biz/el-burrito-express-san-francisco-3?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,784,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['pickup'],$,+14157764246,(415) 776-4246,2859.521150956491,37.78646,-122.43982,1812 Divisadero St,,,San Francisco,94115,US,CA,"['1812 Divisadero St', 'San Francisco, CA 94115']"
29,jwb3vTh8rn3OsN9wlI56-Q,papalote-mexican-grill-san-francisco,Papalote Mexican Grill,https://s3-media1.fl.yelpcdn.com/bphoto/IwiJN_fNaqFWfYr3qpx79A/o.jpg,False,https://www.yelp.com/biz/papalote-mexican-grill-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2252,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['pickup', 'delivery']",$$,+14159708815,(415) 970-8815,1679.6201984303543,37.75194,-122.42094,3409 24th St,,,San Francisco,94110,US,CA,"['3409 24th St', 'San Francisco, CA 94110']"
30,1dwJK21zm7cuhUKdROWJXQ,taqueria-guadalajara-san-francisco,Taqueria Guadalajara,https://s3-media2.fl.yelpcdn.com/bphoto/FB6zp49zke6WWpbEqAhdaA/o.jpg,False,https://www.yelp.com/biz/taqueria-guadalajara-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1038,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],$$,+14154695480,(415) 469-5480,4402.418834931106,37.7212907373905,-122.437459006906,4798 Mission St,,,San Francisco,94112,US,CA,"['4798 Mission St', 'San Francisco, CA 94112']"
31,UjjNgzBFAVXF3iVXPVjH_Q,pancho-villa-taqueria-san-francisco,Pancho Villa Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/O2SSf_9ES8CsH5lnXvGT-Q/o.jpg,False,https://www.yelp.com/biz/pancho-villa-taqueria-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2754,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"['pickup', 'delivery']",$$,+14158648840,(415) 864-8840,1412.5107405319905,37.764696,-122.421082,3071 16th St,,,San Francisco,94103,US,CA,"['3071 16th St', 'San Francisco, CA 94103']"
32,HECB3khkUffaD2zWCngLuw,el-techo-san-francisco,El Techo,https://s3-media1.fl.yelpcdn.com/bphoto/YZZvDAXqRriZ4eWS6KIg1g/o.jpg,False,https://www.yelp.com/biz/el-techo-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,2282,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,['restaurant_reservation'],$$,+14155506970,(415) 550-6970,1600.3873034420835,37.756576,-122.4190831,2516 Mission St,,,San Francisco,94110,US,CA,"['2516 Mission St', 'San Francisco, CA 94110']"
33,bNzN08w-3OmD3ag9-9gITA,tommys-mexican-restaurant-san-francisco-4,Tommy's Mexican Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/k6CKbthg5QIY7ZmliA37Tw/o.jpg,False,https://www.yelp.com/biz/tommys-mexican-restaurant-san-francisco-4?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,1185,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.5,['delivery'],$$,+14153874747,(415) 387-4747,4613.914575559011,37.77985,-122.4831,5929 Geary Blvd,,,San Francisco,94121,US,CA,"['5929 Geary Blvd', 'San Francisco, CA 94121']"
34,PgJV1wOtwTuoUz_n5Mcyxw,tacos-el-patrón-san-francisco-2,Tacos El Patrón,https://s3-media1.fl.yelpcdn.com/bphoto/jvf7RE2HuuAIqXUFqNJBeg/o.jpg,False,https://www.yelp.com/biz/tacos-el-patr%C3%B3n-san-francisco-2?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,578,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.0,"['pickup', 'delivery']",$$,+14158297315,(415) 829-7315,2224.9476542375687,37.748949,-122.416138,1500 S Van Ness Ave,Ste 100,,San Francisco,94110,US,CA,"['1500 S Van Ness Ave', 'Ste 100', 'San Francisco, CA 94110']"
35,EFmCwCZ2ZV57HlGrMH2vog,celias-by-the-beach-san-francisco,Celia's by the Beach,https://s3-media2.fl.yelpcdn.com/bphoto/0yJNgmLcVNFl9adVXktlNg/o.jpg,False,https://www.yelp.com/biz/celias-by-the-beach-san-francisco?adjust_creative=gU53d0NQ84gmShYAF8mMUw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gU53d0NQ84gmShYAF8mMUw,394,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"['pickup', 'delivery']",$$,+14157598741,(415) 759-8741,6044.805471694082,37.760244,-122.505205,4019 Judah St,,,San Francisco,94122,US,CA,"['4019 Judah St', 'San Francisco, CA 94122']"
